"","ID","Name.in.English","Name.in.French","Name.in.Spanish","Countries","Country.codes.alpha.3","ISO639.3.codes","Degree.of.endangerment","Alternate.names","Name.in.the.language","Number.of.speakers","Sources","Latitude","Longitude","Description.of.the.location","Country","Region","City"
"1039",840,"Upland Yuman","Upland Yuman","yumano alto","United States of America","USA","yuf","Vulnerable","Hualapai (Walapai), Havasupai, and Yavapai are dialects of this language.","",1650,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36,-113,"Hualapai Indian Reservation, Peach Springs, AZ; Havasupai in Supai village in Havasu Canyon, western end of the Grand Canyon; Yavapai at four  reservation communities, Prescott, Fort McDowell, Camp Verde, and Clarkdale, Az.","US","AZ","Supai"
"1040",1018,"Eastern Cuicatec","cuicatèque oriental","cuicateco oriental","Mexico","MEX","cut","Vulnerable","dbaku","",1641,"Census 2000 and information provided by INALI",18,-97,"Municipality of San Pedro Teutila in the state of Oaxaca","MX","20","Teotitlan"
"1041",2059,"Tamazight (Ait Rouadi)","tamazight (Ait Rouadi)","tamazight (Ait Rouadi)","Morocco","MAR","rif","Extinct","Tamazight, Tachelhit, Berber","",1637,"Field investigation
Said BENNIS  2006: ""Contact de langues et de populations au Maroc : entre idéal linguistique et idéal identitaire. Cas de la plaine du Tadla"". Doctorat  d'Etat, Université Mohammed V, Faculté des Lettres et des Sciences Humaines de Rabat.",33,-6,"Semguet et Guettaya centers of  Kasbat Tadla 28 km away from the city of Beni Mellal. The main region is known as Tadla Azilal Region no 12 on the Moroccan administrative map.
","MA","17","Khenifra"
"1042",2348,"Woleaian","woleai","woleayano","Micronesia (Federated States of)","FSM","woe","Severely endangered","","",1631,"Grimes 2000",7,144,"Eastern Caroline Islands",NA,NA,NA
"1043",921,"Huehuetla Tepehua","Tepehua de Huehuetla","tepehuano de Huehuetla","Mexico","MEX","tee","Definitely endangered","","",1603,"Contributors: Carolyn MacKay and Frank Treschel; their sources: Census 2005 and INALI information",20,-98,"Huehuetla, state of Hidalgo; Pantepec, state of Puebla","MX","21","Las Lomas"
"1044",1630,"Kadiwéu","kadiwéu","kadiwéu","Brazil","BRA","kbc","Definitely endangered","Ejiwajegi, Guaikurú, Mbayá","",1600,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
Sandalo, Filomena: UNESCO Survey: linguistic vitality and diversity - 2008",-21,-57,"Brazil, western Mato Grosso do Sul, near to the border with Paraguay, between the Paraguai and Nabileque rivers in the west, the Serra da Bodoquena in the east, the Neutaka River in the north, and the Aquidavão River in the south, Municipality of Porto Murtinho, in the villages of Bodoquena, Campina, Tomázia, and São João. Guaycuruan Family. ","BR","11","Bodoquena"
"1045",1539,"Southern Tiwa (Isleta Pueblo)","tiwa méridional (Pueblo Isleta)","tiwa meridional (Isleta)","United States of America","USA","tix","Definitely endangered","","",1600,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35,-107,"In Sandia and Isleta pueblos, on the Rio Grande near Albuquerque, NM, Isleta 15 miles south of Albuquerque, Sandia 15 miles north of Albuquerque.","US","NM","Albuquerque"
"1046",1538,"Southern Tiwa (Sandia Pueblo)","tiwa méridional (Pueblo Sandia)","tiwa meridional (Sandía)","United States of America","USA","tix","Definitely endangered","","",1600,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35,-107,"In Sandia and Isleta pueblos, on the Rio Grande near Albuquerque, NM, Isleta 15 miles south of Albuquerque, Sandia 15 miles north of Albuquerque.","US","NM","Albuquerque"
"1047",1540,"Tewa (Arizona)","tewa (Arizona)","tehua (Arizona)","United States of America","USA","tew","Definitely endangered","Hano Tewa, Arizona Tewa, Hopi Tewa","",1600,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36,-110,"Spoken  in Hano village on the Hopi First Mesa in Arizona, and at  seven Pueblos in northern New Mexico and Arizona, at Santa Clara, San Juan, San Ildefonso, Nambe, Tesuque, and Pojoaque in New Mexico, ","US","AZ","Keams Canyon"
"1048",877,"Tewa (New Mexico)","tewa (Nouveau-Mexique)","tehua (Nuevo México)","United States of America","USA","tew","Severely endangered","","",1600,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",36,-106,"Spoken  at seven Pueblos in northern New Mexico and Arizona, at Santa Clara, San Juan, San Ildefonso, Nambe, Tesuque, and Pojoaque in New Mexico, and in Hano village on the Hopi First Mesa in Arizona.","US","NM","Santa Fe"
"1049",1377,"ǁGana","ǁgana","ganakue","Botswana","BWA","gnk","Vulnerable","","",1550,"Junko Maruyama (p.c.)",-22,22,"Pointer in centre of settlement region. Main //Gana settlements Kxoensakere (New Xade) (550),  Kaudwane (150), Someto (100), Xere (100). Some scattered on farms.","BW","3","Ghanzi"
"1050",1761,"Akwáwa","akwáwa","assuriní do Tocantins","Brazil","BRA","mdz, pak, asu","Vulnerable","3 groups: Asurini do Tocantins, Parakanã, Suruí do Tocantins (Aikewara)","",1548,"Databank Moore, 2008.",-5,-53,"","BR","16","Belo Horizonte"
"1051",1017,"Northern Cuicatec","cuicatèque septentrional","cuicateco septentrional","Mexico","MEX","","Vulnerable","duaku","",1503,"Census 2000 and information provided by INALI",18,-97,"Municipalities of San AndrésTeotilalpan, San Francisco Chapulapa, and Santa María Tlalixtac in the state of Oaxaca","MX","20","Teotitlan"
"1052",1284,"Chiquihuitlán Mazatec","mazatèque de Chiquihuitlán","mazateco de San Juan Chiquihuillán","Mexico","MEX","maq","Definitely endangered","nne nangui ngaxni, Mazateco del sur","",1502,"Census 2000 and information provided by INALI",18,-97,"Municipality of Chiquihuitlán de Benito Juárez, state of Oaxaca","MX","20","Teotitlan"
"1053",1955,"Apinajé","apinajé","apinayé","Brazil","BRA","apn","Vulnerable","Apinayé, Apinaié, Timbira Ocidentais","",1500,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-6,-48,"Brazil, extreme north of the Tocantins State, at the confluence of the Araguaia and Tocantins rivers, 8 villages in the Terra Indígena Apinajé.","BR","31","Anan�s"
"1054",1848,"Bashkarik","bashkarik","bascarí","Pakistan","PAK","gwc, xka","Severely endangered","Gawri; Kalami; Kalkoti (dialect)","",1500,"Dr. George van Driem in Encyclopaedia of World Endangered Languages, ed. by Christopher Moseley. 2007",35,73,"Headwarters of Swat river and Panjkora valley, Swat district, Pakistan","PK","3","Kalam"
"1055",434,"Chintang","chintang","chintán","Nepal","NPL","ctn","Severely endangered","छिन्ताङ; Chhintang; Chhintange","",1500,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,87,"Chintāṅ and Ḍhāṁḍāgāũ villages in Dhankuṭā district","NP","0","Dharan"
"1056",473,"Forest Nenets","nénètse des forêts","néncico de los bosques","Russian Federation","RUS","yrk","Severely endangered","нещанский","",1500,"Tapani Salminen: Nenets. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 516–547.",65,78,"Pur County and the southern parts of Nadym County in Yamal Nenets Autonomous District and the adjacent parts of Nizhnevartovsk, Surgut and Beloyarskiy counties in Khanty-Mansi Autonomous District","RU","87","Tarko-sale"
"1057",2000,"Hupda (Colombia)","hupda (Colombie)","hupdé macú (Colombia)","Colombia","COL","jup","Definitely endangered","Hup","",1500,"Epps (2005), 'A Grammar of Hup'",0,-70,"","CO","30","Taraira"
"1058",2291,"Jah Hut","jah hut","jah het","Malaysia","MYS","jah","Severely endangered","","",1500,"Bradley 2007",4,102,"","MY","6","Bintang"
"1059",15,"Jeri","jeri kuo","jeri","Côte d'Ivoire","CIV","jek","Severely endangered","Jeri Kuo","",1500,"Raimund Kastenholz",9,-6,"","CI","87","Korhogo"
"1060",1645,"Jonkor Bourmataguil","djonkor de Bourmataguil","jonjor","Chad","TCD","jeu","Severely endangered","","",1500,"Ethnologue",11,19,"",NA,NA,NA
"1061",90,"K'emant","k'emant","kemant","Ethiopia","ETH","ahg","Severely endangered","Kimanteney, Qimant","",1500,"Zelealem Leyew",13,37,"","ET","2","Gondar"
"1062",1184,"Kanashi","kanashi","kanashi","India","IND","xns","Definitely endangered","","",1500,"",32,77,"Himachal Pradesh, Kullu District","IN","11","Hari"
"1063",1869,"Karajá","karajá","karajá","Brazil","BRA","kpj","Vulnerable","Carajá, Caraiauna, Iny","",1500,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-11,-50,"","BR","31","Lagoa Da Confus�o"
"1064",1518,"Karelian (Tikhvin)","carélien (Tikhvin)","carelio (Tijvin)","Russian Federation","RUS","krl","Severely endangered","","",1500,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",60,33,"Tikhvin region in Leningrad Province","RU","42","Sobol"
"1065",1412,"Kendem","kendem","kendem","Cameroon","CMR","kvm","Severely endangered","","",1500,"Ethnologue",6,10,"","CM","7","Bamenda"
"1066",1221,"Khamba","khamba","khamba","China, India","CHN, IND","kbg","Definitely endangered","Khamba Khaadi","",1500,"",29,95,"northern edge of West Siang Dt., south and southeast of Tuting","CN","14","Moto"
"1067",1226,"Lishpa","monpa","lishpa","India","IND","","Definitely endangered","Monpa, Lish","",1500,"",27,92,"they inhabit three villages, Lish, Lish Gompache and Lish Gompalok (Singh 1995)","BT","17","Samdrup Jongkhar"
"1068",1812,"Mayoruna (Brazil)","mayoruna (Brésil)","matsés (Brasil)","Brazil","BRA","mcf","Vulnerable","Matsés","",1500,"Databank Moore, 2008.",-3,-65,"","BR","4","Tef�"
"1069",786,"Mescalero-Chiricahua Apache (New Mexico)","apache mescalero-chiricahua (Nouveau-Mexique)","apache mescalero-chiricahua (Nuevo México)","United States of America","USA","apm","Definitely endangered","Mescalero, Chiricahua","",1500,"Golla et al. ms.",33,-106,"Mescalero Apache Tribe of New Mexico","US","NM","Mescalero"
"1070",2403,"Numao Bunu","bunu numao","bunú bunao","China","CHN","bwx","Definitely endangered","Bunao Bunu","",1500,"Bradley 2007",24,107,"","CN","16","Bose"
"1071",2282,"Orang Seletar","orang seletar","orang seletar","Malaysia","MYS","ors","Severely endangered","Duano', Desin Dolaq","",1500,"Bradley 2007",1,103,"","MY","1","Pontian Kecil"
"1072",1909,"Palenque Creole","créole de Palenque","palenquero","Colombia","COL","pln","Definitely endangered","Criollo de Palenque de San Basilio","",1500,"Pérez Tejedor  (2004), El Criollo de Palenque de San Basilio
Friedman and Patiño (1983)",10,-75,"San Basilio in the Sierra de La María, Departamento de Bolivar, southeast of Cartagena","CO","33","Cundinamarca"
"1073",2257,"Pong","pong","pong","Lao People's Democratic Republic","LAO","","Definitely endangered","Poong","",1500,"Bradley 2007",18,105,"","LA","",""
"1074",2032,"Pyuma","pyuma","pyuma","China","CHN","pyu","Vulnerable","Puyuma","",1500,"",23,121,"Taiwan Province","TW","4","Taiy�an"
"1075",2039,"Saaroa","saaroa","saaroa","China","CHN","sxr","Critically endangered","Pachien, Rarua, Sisyaban, Lha'alua","",1500,"",23,121,"Taiwan Province","TW","4","Taiy�an"
"1076",2317,"Saluan","saluan","saluan","Indonesia","IDN","slb","Vulnerable","Interior Saluan. Dialects : Kahumamahon. ","",1500,"Grimes 2000",-1,123,"Sulawesi","ID","21","Luwuk"
"1077",2295,"Semaq Beri","semaq beri","semaq beri","Malaysia","MYS","szc","Critically endangered","","",1500,"Bradley 2007",4,103,"","MY","6","Pahang"
"1078",1722,"Talodi","talodi","talodí","Sudan","SDN","tlo","Critically endangered","Jomang, Gajomang","",1500,"Ethnologue",11,30,"Talodi town and hill, including the villages of Tasomi and Tata",NA,NA,NA
"1079",304,"Wayana (Suriname)","oayana (Suriname)","wayana (Surinam)","Suriname","SUR","way","Vulnerable","Wayana. Oayana. Roucouyenne.","",1500,"",3,-55,"On the Palumeu, Tapanahoni, Maroni and Lawa rivers in Suriname. On the Litani and Maroni rivers in French Guyana. On the Paru river in Brazil (state of Pará).",NA,NA,NA
"1080",215,"Wik Mungkan","wik mungkan","wik mungkan","Australia","AUS","wim","Vulnerable","Wik-Mungkan, Wik-Munkan, Wik-Mungkhn, Munka","",1500,"",-13,142,"","AU","4","Weipa"
"1081",2355,"Natsilingmiutut","natsilingmiutut","natsilingmiutut","Canada","CAN","ikt","Vulnerable","Eastern Canadian Inuktitut","",1455,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",69,-96,"Spread over 3 communities in Canada","CA","NT","Gjoa Haven"
"1082",635,"Movima","movima","movima","Bolivia (Plurinational State of)","BOL","mzp","Severely endangered","","",1452,"Haude, 'A Grammar of Movima' (2006)
Albó, 'Bolivia plurilingüe' (2005)",-14,-65,"Area of Santa Ana del Yacuma, department of Beni",NA,NA,NA
"1083",1661,"Ngombe","ngombé","engombé","Central African Republic","CAF","nmj","Definitely endangered","","",1450,"Ethnologue",4,15,"",NA,NA,NA
"1084",589,"Cinta Larga","cinta larga","cinta larga","Brazil","BRA","cin","Vulnerable","","",1440,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
www.socioambiental.org",-11,-60,"The group lives in indigenous lands Roosevelt, indigenous Park Aripuanã, eastern Rondônia; in indigenous lands Aripuanã, western Mato Grosso - Brazil",NA,NA,NA
"1085",2234,"Dupaninan Agta","agta de Cagayan oriental","agta de Cagayán oriental","Philippines","PHL","duo","Vulnerable","","",1400,"",18,122,"","PH","14","Santos"
"1086",1724,"Tese","tese","tese","Sudan","SDN","keg","Critically endangered","Keiga Jirru, Keiga Girru","",1400,"Welmers, Ethnologue",11,30,"Nuba Hills, Keiga Jirru west of Debri, and in 6 villages, northeast of Kadugli",NA,NA,NA
"1087",1805,"Bororo","bororo","borôro","Brazil","BRA","bor","Definitely endangered","Borôro, Eastern Bororo, Coxiponé, Araripoconé, Araés, Cuiabá, Coroados, Porrudos, Boe, Boe Wadaru","",1390,"www.socioambiental.org
FUNASA, 2006
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-16,-53,"Brazil, Mato Grosso State, Terra Indígena Meruri, Terra Indígena Perigara, Terra Indígena Sangradouro-Volta Grande, Terra Indígena
Tadarimana, Terra Indígena Jarudori, and Terra Indígena Teresa Cristina. Macro-Ge, Bororo.
","BR","14","General Carneiro"
"1088",2346,"Puluwat","puluwat","puluwat","Micronesia (Federated States of)","FSM","puw","Severely endangered","Puluwatese","",1364,"Grimes 2000",8,149,"Polowat, Pollap, Houk and Tamtam Islands, Caroline Islands",NA,NA,NA
"1089",1757,"Kanela Rankokamekra","canela rankokamekra","canela ramkokomekra","Brazil","BRA","ram","Vulnerable","","",1337,"Databank Moore, 2008.",-6,-45,"","BR","13","Barra Do Corda"
"1090",1646,"Saba","saba","saba","Chad","TCD","saa","Definitely endangered","Jelkung","",1335,"Ethnologue",11,18,"","TD","5","Melfi"
"1091",1807,"Kurripako (Brazil)","kurripako (Brésil)","curripaco (Brasil)","Brazil","BRA","kpc","Vulnerable","Curipaco, Coripaco","",1332,"Databank Moore, 2008.",1,-68,"",NA,NA,NA
"1092",2253,"Triw","triw","trii","Lao People's Democratic Republic","LAO","","Definitely endangered","","",1328,"Bradley 2007",16,107,"","VN","4","Hu"
"1093",1341,"Guernsey French","guernesiais","francés de Guernesey","United Kingdom of Great Britain and Northern Ireland","GBR","fra","Severely endangered","guernesiais; dgernesiais","",1327,"",49,-3,"the island of Guernsey in the Bailiwick of Guernsey","FR","A2","Lannion"
"1094",2344,"Paafang","paafang","pááfango","Micronesia (Federated States of)","FSM","pfa","Severely endangered","","",1318,"Grimes 2000",8,155,"Hall Islands, Caroline Islands",NA,NA,NA
"1095",442,"Chɨlɨng","Chɨlɨng","chulún","Nepal","NPL","cur","Definitely endangered","छिलिङ, Chhiling; Chhulung; Chulung","",1314,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,87,"Āṅkhisallā area in Dhankuṭā district","NP","0","Dharan"
"1096",947,"Zapotec of the Valleys north","zapotèque des vallées, nord","zapoteco del valle septentrional","Mexico","MEX","","Severely endangered","dizdà","",1303,"Contributor:  Thomas C. Smith Stark, Census 2000 and information provided by INALI",17,-97,"Locality of Tlalixtac de Cabrera, state of Oaxaca","MX","20","Oaxaca"
"1097",343,"Cypriot Arabic","arabe chypriote","árabe chipriota","Cyprus","CYP","acy","Severely endangered","Cypriot Maronite Arabic","",1300,"",35,33,"the Kormakiti village in the north; most displaced in the south","CY","",""
"1098",2067,"Palikur (Brazil)","palikur (Brésil)","palikur (Brasil)","Brazil","BRA","plu","Vulnerable","Aukwayene, Aukuyene, Paliku'ene","",1300,"",4,-52,"","BR","3","Oiapoque"
"1099",1196,"Sanenyo","sanenyo","chaura","India","IND","crv","Critically endangered","Chowra, Tatet , Tutet","",1300,"Prof. Udaya Narayana Singh (personal communication)",8,94,"Chowra (Sanenyo) Island",NA,NA,NA
"1100",1287,"Tecóatl Mazatec","mazatèque de Tecoatl","mazateco de Tecóatl","Mexico","MEX","maa","Vulnerable","enna,","",1300,"Census 2000 and information provided by INALI",18,-97,"Municipality of San Jerónimo Tecóatl, state of Oaxaca","MX","20","Teotitlan"
"1101",1833,"Xinka","xinka","xinka","Guatemala","GTM","","Critically endangered","Guazacapán Xinca and Jumaytepeque Xinca, two different languages according to Campbell (in press)","",1283,"XI Censo Nacional de Población for number of speakers and language names.",14,-90,"Guazacapán and Jumaytepeque","GT","18","Las Margaritas"
"1102",920,"Ozomatlán Totonac","totonaque d'Ozomatlán","totonacano de Ozumatlán","Mexico","MEX","tgt","Critically endangered","Totonaco del cerro","",1276,"Contributors: Carolyn MacKay and Frank Treschel; data based on Census 2005 and INALI  information",20,-98,"Ozomatlán, Tepetzintla de Galeana in the municipality of Huauchinango, state of Puebla","MX","21","Las Lomas"
"1103",1126,"Kāgate","kāgate","kagate","Nepal","NPL","syw","Definitely endangered","कागते; Shuba; Shyuba; Syuba; Kagate Bhote","",1273,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com

",28,86,"Ramechhap district","NP","0","Banepa"
"1104",628,"Maxakali","maxakali","maxacalí","Brazil","BRA","mbl","Vulnerable","Maxacalí, Monacó","",1271,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-17,-40,"The group lives in the indigenous land Maxakali, Municipality of Bertópolis, Minas Gerais State - Brazil.","BR","5","Itupeva"
"1105",2688,"Murik","murik","múrico","Papua New Guinea","PNG","mtf","Vulnerable","Nor, Nor-Murik Lakes","",1256,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-4,144,"Angoram District, coastal west of the mouth of Sepik River, East Sepik Province","PG","11","Wewak"
"1106",1580,"Pengo","pengo","pengo","India","IND","peg","Critically endangered","Pengu; Hengo
","",1254,"",19,83,"Orissa","IN","21","Koraput"
"1107",1809,"Marúbo","marubo","marúbu","Brazil","BRA","mzr","Vulnerable","","",1252,"www.socioambiental.org.br
Databank Moore, 2008.",-6,-70,"","BR","4","Benjamin Constant"
"1108",1968,"Aivilingmiutut","aivilingmiut","aivilingmiutut","Canada","CAN","ike","Vulnerable","Eastern Canadian Inuktitut","",1245,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",64,-83,"Spread over 2 communities in Canada","CA","NT","Coral Harbour"
"1109",1634,"Besme","besme","besme","Chad","TCD","bes","Severely endangered","Huner, Hounar, Bodor","",1228,"Ethnologue",10,16,"","TD","10","Sita"
"1110",2605,"Oirata","oirata","oirata","Indonesia","IDN","oia","Definitely endangered","","",1221,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8,127,"East and west Oirata in southeast Kisar Island, South Maluku",NA,NA,NA
"1111",1093,"Lohorung","lohorung","lohorong","Nepal","NPL","lbr, lrr","Severely endangered","लोहरूङ; Lorung","",1207,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27,87,"Saṅkhuvā Sabhā district, upper Arun valley","NP","0","Dharan"
"1112",1709,"Harakmbut","harakmbet","harakambeto","Peru","PER","amr, hug","Definitely endangered","Amarakaeri, Harakmbet","",1206,"www.inei.gob.pe",-13,-70,"Madre de Dios, provincia de  Tambopata; ríos Tambopata, Alto Madre de  Dios, Colorado; aldea de  Shintuya","PE","17","Madre De Dios"
"1113",2416,"Buyang","buyang","buyán","China","CHN","yzg, yha, yin","Severely endangered","","",1200,"Bradley 2007",23,106,"","CN","16","Duan"
"1114",2279,"Dakka","dakka","dakka","Indonesia","IDN","","Vulnerable","","",1200,"Grimes 2000",-3,119,"Sulawesi, Indonesia","ID","20","Mamuju"
"1115",2289,"Mah Meri","mah meri","besisi","Malaysia","MYS","mhe","Severely endangered","Besisi","",1200,"Bradley 2007",3,101,"","MY","12","Selangor"
"1116",588,"Manjui","manjui","manjui","Argentina, Bolivia (Plurinational State of), Paraguay","ARG, BOL, PRY","crq","Definitely endangered","Choroti, Manjuy, Chorote Iyo'wujwa","",1200,"Censabella, Marisa. 2008. Lenguas del Chaco (unpublished)

",-23,-63,"Argentina: Province of Salta, Departments of  Rivadavia and San Martín
Paraguay.  Department of  Boquerón.","AR","17","Coronel Juan Sola"
"1117",2613,"Te'un (Seram Island)","te'un (île de Seram)","teun (isla Seram)","Indonesia","IDN","tve","Definitely endangered","","",1200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3,129,"Transmigration area in south central Seram Island, Central Maluku, from Te'un Island, South Maluku, because of volcanic activities","ID","16","Masohi"
"1118",2034,"Tsou","tsou","tsou","China","CHN","tsy","Vulnerable","","",1200,"",24,121,"Taiwan Province","TW","",""
"1119",2614,"Ujir","ujir","ujir","Indonesia","IDN","udj","Definitely endangered","Udjir","",1200,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6,134,"Ujir Island and Samang on the end of western peninsula on Wokam Island, in northwest Aru Islands, south Maluku","ID","28","Dobo"
"1120",2420,"White Gelao (China)","gelao blanc (China)","gelao blanco (China)","China","CHN","giw","Severely endangered","Duoluo","",1200,"Bradley 2007, Shearer & Sun 2002",26,105,"","CN","18","Huagong"
"1121",2252,"Dakkang","dakkang","dakkang","Lao People's Democratic Republic","LAO","","Definitely endangered","","",1198,"Bradley 2007",16,107,"","VN","4","Hu"
"1122",2359,"Northern Algonquin","algonquin du nord","algonquino septentrional","Canada","CAN","alq","Vulnerable","","",1180,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",48,-77,"Spread over 10 communities in Canada","CA","QC","Senneterre"
"1123",1923,"Akawaio (Brazil)","akawaio (Brésil)","akawaio (Brasil)","Brazil","BRA","ake","Vulnerable","Ingaricó Akawaio, Arawaio, Kapon","",1170,"Databank Moore, 2008.",4,-60,"","BR","25","Olho D'agua"
"1124",1272,"Huehuetlán Mazatec","mazatèque de Huehuetlán","mazateco de Huehuetlán","Mexico","MEX","vmz","Vulnerable","an ndexu","",1169,"Census 2000 and information provided by INALI",18,-97,"Municipality of San Francisco Huehuetlán, state of Oaxaca","MX","20","Teotitlan"
"1125",1697,"Trio (Brazil)","trio (Brésil)","trió (Brasil)","Brazil","BRA","tri","Vulnerable","Tiriyó, Trio, Tarëno","",1156,"Databank Moore, 2008.",2,-55,"",NA,NA,NA
"1126",2636,"Savo","savo","savo","Solomon Islands","SLB","svs","Definitely endangered","Savosavo","",1147,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9,160,"Savo Island, north of northwestern Guadalcanal Island","SB","8","Honiara"
"1127",1830,"Tektitek","tektitèque","tectiteco","Guatemala","GTM","ttc","Definitely endangered","","",1144," XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for several locations.",15,-92,"Tectitán, part of Cuilco","MX","5","Motozintla"
"1128",2493,"Fwâi","fwâi","fwâi","New Caledonia (France)","NCL","fwa","Vulnerable","","",1131,"Rivierre et al. 2003",-21,165,"Hienghène","NC","0","Hiengh�ne"
"1129",1855,"Waimirí-Atroarí","waimirí-atroarí","atroarí","Brazil","BRA","atr","Vulnerable","Kinã, Kinja, Kinjá (autodenomination)","",1120,"Databank Moore,2008.",-1,-61,"","BR","4","S�o Jo�o"
"1130",1913,"Guayabero","guayabero","guayabero","Colombia","COL","guo","Definitely endangered","","",1118,"Arango and Sánchez (2004), 'Los pueblos indígenas de Colombia'",3,-72,"On the Guaviare river, at the border of the departments of Meta and Guaviare",NA,NA,NA
"1131",2502,"Fagauvea (Northern)","fagauvea (nord)","uveano (septentrional)","New Caledonia (France)","NCL","uve","Vulnerable","","",1107,"",-20,167,"",NA,NA,NA
"1132",2503,"Fagauvea (Southern)","fagauvea (sud)","uveano (meridional)","New Caledonia (France)","NCL","uve","Vulnerable","","",1107,"",-21,166,"","NC","0","Kouaoua"
